FR_sad,FR_spr,FR_her,X,Y,year,month,day,pred_weight,pred_length,saduria,sprat,herring,lat,lon,ices_rect,depth
0.0021225247524752477,0,0,725.5021962797377,6082.272267384979,2021,11,18,202,29,0.42875,0,0,54.8367,18.5117,38G8,22
0,0,0.029372496662216287,725.5021962797377,6082.272267384979,2021,11,18,749,45,0,0,22,54.8367,18.5117,38G8,22
0,0,0.041708043694141016,725.5021962797377,6082.272267384979,2021,11,18,1007,49,0,0,42,54.8367,18.5117,38G8,22
0,0,0.014446227929373997,736.2755417922596,6077.250442287958,2021,11,18,623,42,0,0,9,54.7867,18.675,38G8,32
0,0,0.012605042016806723,736.2755417922596,6077.250442287958,2021,11,18,476,38,0,0,6,54.7867,18.675,38G8,32
0,0,0.04409857328145266,736.2755417922596,6077.250442287958,2021,11,18,771,43,0,0,34,54.7867,18.675,38G8,32
0,0,0.008728179551122194,741.4434150425517,6071.001048747267,2021,11,18,802,46,0,0,7,54.7282,18.75,38G8,52
0,0.009421265141318977,0.040376850605652756,741.4434150425517,6071.001048747267,2021,11,18,743,43,0,7,30,54.7282,18.75,38G8,52
0,0,0.015133876600698487,741.4434150425517,6071.001048747267,2021,11,18,859,47,0,0,13,54.7282,18.75,38G8,52
0,0,0.00903225806451613,741.4434150425517,6071.001048747267,2021,11,18,775,46,0,0,7,54.7282,18.75,38G8,52
0,0,0.03770197486535009,741.4434150425517,6071.001048747267,2021,11,18,557,42,0,0,21,54.7282,18.75,38G8,52
0,0.012527511907867208,0,761.4288118646966,6037.735433894641,2021,11,20,521,43,0,6.526833703998816,0,54.42,19.03,37G9,41
0,0,0.013477088948787063,761.4288118646966,6037.735433894641,2021,11,20,3710,69,0,0,50,54.42,19.03,37G9,41
0.0038314176245210726,0,0,764.7986776469307,6039.413413876087,2021,11,20,261,32,1,0,0,54.4333,19.0833,37G9,49
0.00808149576929813,0,0,764.7986776469307,6039.413413876087,2021,11,20,377,40,3.046723905025395,0,0,54.4333,19.0833,37G9,49
0,0.015444015444015444,0,775.5357018595435,6035.77629074816,2021,11,21,259,31,0,4,0,54.395,19.245,37G9,32
0,0,0.03333333333333333,775.5357018595435,6035.77629074816,2021,11,21,270,34,0,0,9,54.395,19.245,37G9,32
0,0.025477707006369428,0,778.5490743093435,6037.822549150892,2021,11,21,471,39,0,12,0,54.4117,19.2932,37G9,41
0.01904202440640872,0,0,716.6392971407244,6255.205470924834,2021,11,22,160,25,3.046723905025395,0,0,56.3917,18.51,41G8,44
0,0.0026595744680851063,0,716.6392971407244,6255.205470924834,2021,11,22,376,37,0,1,0,56.3917,18.51,41G8,44
0.05859084432741145,0,0,725.8941709693105,6263.306090948543,2021,11,23,104,23,6.09344781005079,0,0,56.46,18.6666,41G8,75
0,0.0030165912518853697,0,716.7538349057288,6255.021749974982,2021,11,23,663,42,0,2,0,56.39,18.5117,41G8,45
0,0.018300653594771243,0.07450980392156863,731.4838544941755,6090.938693601579,2021,11,25,765,47,0,14,57,54.9117,18.6116,38G8,48
0.003257328990228013,0,0,729.6477994630872,6084.890427094698,2021,11,25,921,50,3,0,0,54.8583,18.5782,38G8,30
0,0,0.015090543259557344,738.7863247255283,6076.44622202786,2021,11,25,994,47,0,0,15,54.7783,18.7133,38G8,46
0,0,0.04936014625228519,738.7863247255283,6076.44622202786,2021,11,25,1641,57,0,0,81,54.7783,18.7133,38G8,46
0,0,0.06291834002677377,731.0713392296904,6090.716710588259,2021,11,26,747,49,0,0,47,54.9099,18.605,38G8,47
0.3808404881281744,0,0,765.4005672684783,6421.693643939267,2021,2,26,8,10,3.046723905025395,0,0,57.8581,19.4743,44G9,68
0,0.003947368421052632,0,790.910031192454,6169.380816516584,1993,3,25,2280,57,0,9,0,55.5833,19.6167,40G9,86
0,0.02732919254658385,0,790.910031192454,6169.380816516584,1993,3,25,1610,51,0,44,0,55.5833,19.6167,40G9,86
0,0,0.02113821138211382,790.910031192454,6169.380816516584,1993,3,25,1230,48,0,0,26,55.5833,19.6167,40G9,86
0,0,0.021333333333333333,790.910031192454,6169.380816516584,1993,3,25,1500,49,0,0,32,55.5833,19.6167,40G9,86
0,0.017424242424242425,0,790.910031192454,6169.380816516584,1993,3,25,1320,47,0,23,0,55.5833,19.6167,40G9,86
0,0.012374581939799331,0,790.910031192454,6169.380816516584,1993,3,25,2990,65,0,37,0,55.5833,19.6167,40G9,86
0,0.003763440860215054,0,790.910031192454,6169.380816516584,1993,3,25,1860,53,0,7,0,55.5833,19.6167,40G9,86
0,0.050028246004209284,0,790.910031192454,6169.380816516584,1993,3,25,950,44,0,47.52683370399882,0,55.5833,19.6167,40G9,86
0,0.008695652173913044,0,790.910031192454,6169.380816516584,1993,3,25,1150,46,0,10,0,55.5833,19.6167,40G9,86
0,0.019230769230769232,0,790.910031192454,6169.380816516584,1993,3,25,1300,48,0,25,0,55.5833,19.6167,40G9,86
0,0.018695652173913044,0,790.910031192454,6169.380816516584,1993,3,25,2300,56,0,43,0,55.5833,19.6167,40G9,86
0,0.006122448979591836,0,790.910031192454,6169.380816516584,1993,3,25,1960,56,0,12,0,55.5833,19.6167,40G9,86
0,0.0036809815950920245,0,790.910031192454,6169.380816516584,1993,3,25,1630,52,0,6,0,55.5833,19.6167,40G9,86
0,0.011494252873563218,0,790.910031192454,6169.380816516584,1993,3,25,1740,52,0,20,0,55.5833,19.6167,40G9,86
0,0.01919191919191919,0,790.910031192454,6169.380816516584,1993,3,25,990,45,0,19,0,55.5833,19.6167,40G9,86
0,0.008333333333333333,0,790.910031192454,6169.380816516584,1993,3,25,480,34,0,4,0,55.5833,19.6167,40G9,86
0,0.020754716981132074,0,790.910031192454,6169.380816516584,1993,3,25,530,36,0,11,0,55.5833,19.6167,40G9,86
0,0.09,0,790.910031192454,6169.380816516584,1993,3,25,400,35,0,36,0,55.5833,19.6167,40G9,86
0,0.005454545454545455,0,790.910031192454,6169.380816516584,1993,3,25,550,37,0,3,0,55.5833,19.6167,40G9,86
0,0.06,0,790.910031192454,6169.380816516584,1993,3,25,300,31,0,18,0,55.5833,19.6167,40G9,86
0,0.01875,0,790.910031192454,6169.380816516584,1993,3,25,320,31,0,6,0,55.5833,19.6167,40G9,86
0,0,0.0010638297872340426,790.910031192454,6169.380816516584,1993,3,25,940,44,0,0,1,55.5833,19.6167,40G9,86
0,0.006842105263157895,0,790.910031192454,6169.380816516584,1993,3,25,1900,54,0,13,0,55.5833,19.6167,40G9,86
0,0.002127659574468085,0,790.910031192454,6169.380816516584,1993,3,25,1410,50,0,3,0,55.5833,19.6167,40G9,86
0,0.011965811965811967,0,790.910031192454,6169.380816516584,1993,3,25,1170,46,0,14,0,55.5833,19.6167,40G9,86
0,0.005154639175257732,0,790.910031192454,6169.380816516584,1993,3,25,970,44,0,5,0,55.5833,19.6167,40G9,86
0,0.006756756756756757,0,790.910031192454,6169.380816516584,1993,3,25,1480,52,0,10,0,55.5833,19.6167,40G9,86
0,0.0022988505747126436,0,790.910031192454,6169.380816516584,1993,3,25,870,42,0,2,0,55.5833,19.6167,40G9,86
