year,lat,lon,quarter,month,date,haul_id,ices_rect,sub_div,country,haul_no,day,density,month_year,temp,salinity,oxy,depth,X,Y
2010,54.9467,13.6712,1,2,2010-2-22,2010:1:DE:06SL:TVS:24190:54,38G3,24,DE,54,22,732.1674912576689,2_2010,1.123260498046875,18.211687088012695,7.767016316458129,46.83000183105469,414.88856492059824,6089.668271396632
2010,54.9168,14.1248,1,2,2010-2-17,2010:1:DE:06SL:TVS:24202:35,38G4,24,DE,35,17,1783.9346418153614,2_2010,0.6462062001228333,14.716602325439453,8.505514226626586,42.81999969482422,443.89969227397427,6085.8837076658265
2010,55.0145,13.311,1,2,2010-2-15,2010:1:DE:06SL:TVS:24210:23,39G3,24,DE,23,15,777.3684369111409,2_2010,1.8537169694900513,17.623342514038086,7.802796110946654,45.099998474121094,392.0014646707765,6097.709301904945
2010,54.881,15.4253,1,3,2010-3-13,2010:1:DK:26D4:TVL:76:45,38G5,25,DK,45,13,1086.4437409961843,3_2010,4.872247695922852,13.521272659301758,6.371656946740722,72.16999816894531,527.2861913986211,6081.632186587377
2010,55.828,15.4393,1,3,2010-3-3,2010:1:SE:77AR:TVL:231:31,40G5,25,SE,31,3,784.4928663872744,3_2010,1.743270993232727,8.091041564941406,8.744150737237549,49.91999816894531,527.5196383075753,6187.024008478942
2010,55.493,14.6412,1,3,2010-3-8,2010:1:SE:77AR:TVL:243:43,39G4,24,SE,43,8,969.6319199152549,3_2010,1.035429835319519,13.238690376281738,8.313216793270874,60.779998779296875,477.3304192689511,6149.712693773237
2010,55.9003,17.0566,1,3,2010-3-11,2010:1:SE:77AR:TVL:254:54,40G7,25,SE,54,11,533.6810815725075,3_2010,1.9754197597503662,7.455300331115723,8.292273156643676,46.880001068115234,628.5854114802064,6196.894636410338
2010,54.4183,19.0683,1,2,2010-2-10,2010:1:PL:67BC:TVL:26220:3,37G9,26,PL,3,10,0.6860312017540624,2_2010,2.541980504989624,8.035543441772461,7.528447454135131,40.18000030517578,763.9229460791407,6037.689397651188
2010,54.4333,15.1567,1,2,2010-2-17,2010:1:PL:67BC:TVL:25006:14,37G5,25,PL,14,17,3.3005426964663345,2_2010,1.3280413150787354,7.907364368438721,8.759830790408325,31.25,510.1646455968573,6031.743880797074
2010,55.6767,18.0283,1,3,2010-3-3,2010:1:RU:RUNT:TVL:60:10,40G8,26,RU,10,3,2099.633423401875,3_2010,3.419276475906372,8.129166603088379,6.174752596643066,64.5,690.4098101200743,6174.255436372119
2010,55.735,17.9667,1,3,2010-3-4,2010:1:RU:RUNT:TVL:60:11,40G7,25,RU,11,4,3226.1454114024245,3_2010,3.3743653297424316,8.00359058380127,6.132844823907471,60,686.2602080080557,6180.57313575832
2010,55.6208,18.0767,1,3,2010-3-4,2010:1:RU:RUNT:TVL:60:12,40G8,26,RU,12,4,2058.8562325409816,3_2010,4.227088928222656,8.902095794677734,4.936037962576294,73.25,693.727915121693,6168.171513780907
2010,55.87,18.8017,1,3,2010-3-5,2010:1:RU:RUNT:TVL:60:13,40G8,26,RU,13,5,3334.5229098469104,3_2010,6.363676071166992,11.698488235473633,3.240614703512573,113.94000244140625,737.8343460102369,6198.146432842243
2010,58.0041,19.5464,1,2,2010-2-23,2010:1:SE:77AR:TVL:208:10,45G9,28,SE,10,23,27.179395238911866,2_2010,6.079244136810303,10.72476577758789,2.252947307633972,69,768.5796498467186,6438.21112957442
2010,55.7283,18.6467,1,3,2010-3-5,2010:1:RU:RUNT:TVL:60:14,40G8,26,RU,14,5,1186.3565189195942,3_2010,5.792056083679199,11.45303726196289,4.618939004351806,98.55000305175781,728.9731712656657,6181.865691128761
2010,55.6567,18.9667,1,3,2010-3-6,2010:1:RU:RUNT:TVL:60:15,40G8,26,RU,15,6,2916.0367016019354,3_2010,6.509850025177002,11.418323516845703,4.8349393045043945,85.9000015258789,749.5104339377068,6175.008349210448
2010,55.4683,18.38,1,3,2010-3-6,2010:1:RU:RUNT:TVL:60:16,39G8,26,RU,16,6,2371.42830871633,3_2010,5.394251346588135,10.270076751708984,4.167267785202026,87,713.6438614929809,6152.099254918826
2010,57.8982,19.4286,1,2,2010-2-23,2010:1:SE:77AR:TVL:209:11,44G9,28,SE,11,23,4.335505829275585,2_2010,2.657951831817627,7.123936653137207,8.452195759338379,46.5,762.399709381025,6425.973676769891
2010,56.149,17.7456,1,3,2010-3-2,2010:1:SE:77AR:TVL:225:25,41G7,25,SE,25,2,0.7148081881176191,3_2010,2.067831039428711,7.4459686279296875,7.940133751885986,51.52000045776367,670.5529273607142,6226.057874047523
2010,55.3617,18.0833,1,3,2010-3-6,2010:1:RU:RUNT:TVL:60:17,39G8,26,RU,17,6,768.9692792233852,3_2010,4.6845855712890625,11.869767189025879,6.651646377462768,80.3499984741211,695.4225858346049,6139.370189165256
2010,55.3725,18.5483,1,3,2010-3-7,2010:1:RU:RUNT:TVL:60:18,39G8,26,RU,18,7,4376.301863156615,3_2010,5.051300525665283,11.82403564453125,5.942637654318236,82.8499984741211,724.8209909146891,6141.975536243446
2010,55.195,18.9483,1,3,2010-3-7,2010:1:RU:RUNT:TVL:60:19,39G8,26,RU,19,7,1418.4421115262826,3_2010,6.713531017303467,11.406096458435059,4.462847071377563,85.8499984741211,751.2712729795786,6123.604635419467
2010,56.3972,18.4801,1,3,2010-3-9,2010:1:SE:77AR:TVL:246:46,41G8,26,SE,46,9,5.962134342626611,3_2010,1.379424810409546,7.226489067077637,8.874111298208618,35.04999923706055,714.7637505687316,6255.7233809777545
2010,56.2519,17.8833,1,3,2010-3-2,2010:1:SE:77AR:TVL:226:26,41G7,25,SE,26,2,0.05201013541492719,3_2010,1.8228172063827515,7.275550842285156,8.302115640884399,43.31999969482422,678.6248794404221,6237.854333962064
2010,54.805,19.365,1,3,2010-3-9,2010:1:RU:RUNT:TVL:60:20,38G9,26,RU,20,9,3773.906923653355,3_2010,6.782389163970947,11.957529067993164,5.201216176472473,107.2699966430664,780.484050350087,6081.830453914925
2010,54.9967,19.31,1,3,2010-3-10,2010:1:RU:RUNT:TVL:60:21,38G9,26,RU,21,10,826.1944910366722,3_2010,7.094693660736084,12.241155624389648,4.693833175604247,103.97000122070312,775.6380571647401,6102.922881520701
2010,54.945,19.4033,1,3,2010-3-10,2010:1:RU:RUNT:TVL:60:22,38G9,26,RU,22,10,4933.743047484824,3_2010,6.852858543395996,12.137064933776855,4.9866245323364256,104.4749984741211,781.9632972453179,6097.547701347029
2010,54.9217,19.5692,1,3,2010-3-11,2010:1:RU:RUNT:TVL:60:23,38G9,26,RU,23,11,14615.440370328359,3_2010,6.086055278778076,10.913534164428711,5.38169941715393,84.73999786376953,792.7484904020874,6095.639568034532
2010,55.3267,19.2183,1,3,2010-3-11,2010:1:RU:RUNT:TVL:60:24,39G9,26,RU,24,11,1595.9265604930158,3_2010,7.182211399078369,11.553323745727539,4.063200118936157,87.339996337890625,767.5562158229269,6139.2533536902965
2010,55.0367,19.7033,1,3,2010-3-13,2010:1:RU:RUNT:TVL:60:26,39G9,26,RU,26,13,165.83274982713567,3_2010,2.1356804370880127,7.901741981506348,8.12581736929016,73.54000091552734,800.4725545794375,6108.991620496669
2010,55.1,20.11,1,3,2010-3-13,2010:1:RU:RUNT:TVL:60:27,39H0,26,RU,27,13,37.53988535723537,3_2010,1.5979217290878296,7.498668670654297,8.590218766265869,56.599998474121094,825.9162566146753,6117.852328748225
2010,55.185,20.0317,1,3,2010-3-13,2010:1:RU:RUNT:TVL:60:28,39H0,26,RU,28,13,189.1945905924874,3_2010,1.7261221408843994,7.553217887878418,8.673475359216308,60.35499954223633,820.2442843896281,6126.93545954585
2010,55.13,19.7167,1,3,2010-3-14,2010:1:RU:RUNT:TVL:60:29,39G9,26,RU,29,14,8451.337378707693,3_2010,2.4885802268981934,8.153944969177246,7.837252322265624,79.74500274658203,800.6263402658652,6119.4196890890325
2010,55.21,20.1483,1,3,2010-3-14,2010:1:RU:RUNT:TVL:60:30,39H0,26,RU,30,14,14.3562557439829,3_2010,1.4960498809814453,7.513133525848389,8.856437328833007,51.439998626708984,827.452891776701,6130.255780011421
2010,55.1267,20.3233,1,3,2010-3-14,2010:1:RU:RUNT:TVL:60:31,39H0,26,RU,31,14,41.45074599712884,3_2010,1.3694469928741455,7.431873321533203,9.087716575640869,42.349998474121094,839.2804737109849,6121.836780362385
2010,55.3767,19.9417,1,3,2010-3-15,2010:1:RU:RUNT:TVL:60:32,39G9,26,RU,32,15,2078.0016917283747,3_2010,2.6371870040893555,8.007899284362793,7.422004581314086,79.63500213623047,813.0070703404022,6147.830693805676
2010,55.3467,20.6542,1,3,2010-3-15,2010:1:RU:RUNT:TVL:60:33,39H0,26,RU,33,15,26.953513694351088,3_2010,1.4575865268707275,7.508358001708984,9.222651677383421,29.104999542236328,858.359356370221,6147.93802207913
2010,55.475,20.06,1,3,2010-3-16,2010:1:RU:RUNT:TVL:60:34,39H0,26,RU,34,16,3816.577323170843,3_2010,2.5049726963043213,7.838868141174316,7.7401701958770746,70.33000183105469,819.6968791044328,6159.294018184944
2010,55.5267,20.03,1,3,2010-3-16,2010:1:RU:RUNT:TVL:60:35,40H0,26,RU,35,16,571.9272142525657,3_2010,5.02385139465332,9.188164710998535,5.389382964366149,79.48500061035156,817.3864237376496,6164.9019122717
2010,55.5317,19.4617,1,3,2010-3-16,2010:1:RU:RUNT:TVL:60:36,40G9,26,RU,36,16,1257.1661718815149,3_2010,6.177801609039307,10.489646911621094,4.989060212361145,89.970001220703125,781.5194944267542,6163.005387721742
2010,55.95,20.47,1,3,2010-3-29,2010:1:LT:LTDA:TVS:26134:1,40H0,26,LT,1,29,22.101178285757197,3_2010,0.7959153652191162,7.43787145614624,9.465471448791503,33.29999923706055,841.3983650869907,6214.034005853389
2010,55.76,20.33,1,3,2010-3-29,2010:1:LT:LTDA:TVS:26206:2,40H0,26,LT,2,29,148.16161087694653,3_2010,2.0375235080718994,7.765961647033691,7.866790708044433,52.95000076293945,834.300275136522,6192.238393153256
2010,55.8666,20.0866,1,3,2010-3-29,2010:1:LT:LTDA:TVS:26215:3,40H0,26,LT,3,29,69.70905144357354,3_2010,2.3413100242614746,7.811412811279297,7.652681143374633,56.400001525878906,818.1769580170775,6202.935779902847
2010,55.7666,20.02,1,3,2010-3-29,2010:1:LT:LTDA:TVS:26196:4,40H0,26,LT,4,29,971.6810100070421,3_2010,3.1755666732788086,8.074389457702637,6.827926199523925,63.04999923706055,814.822566085076,6191.517554792914
2010,55.6766,20.09,1,3,2010-3-30,2010:1:LT:LTDA:TVS:26214:5,40H0,26,LT,5,30,527.4125667183864,3_2010,4.129921913146973,8.45764446258545,5.933680747665405,73.8499984741211,819.9444373360723,6181.836489385047
2010,55.655,20.1366,1,3,2010-3-30,2010:1:LT:LTDA:TVS:26194:6,40H0,26,LT,6,30,171.4919802605019,3_2010,3.9668128490448,8.395821571350098,6.085285344204712,73.25,823.0489133326658,6179.652380619282
2010,55.05,18.28,1,2,2010-2-11,2010:1:PL:67BC:TVL:26182:6,39G8,26,PL,6,11,291.5057472428255,2_2010,4.2539753913879395,8.742877006530762,7.377134633544921,57.400001525878906,709.5164798006579,6105.273140557077
2010,54.4567,15.625,1,2,2010-2-16,2010:1:PL:67BC:TVL:25039:11,37G5,25,PL,11,16,37.30629477226959,2_2010,2.6228766441345215,8.652397155761719,8.023747719125366,49.29999923706055,540.5184718487801,6034.516083466414
2010,55.675,20.5833,1,3,2010-3-30,2010:1:LT:LTDA:TVS:26028:8,40H0,26,LT,8,30,115.0876634374226,3_2010,2.1298670768737793,7.716984748840332,8.03990472689209,50.349998474121094,850.9320175406589,6184.048226646032
2010,55.5016,20.6033,1,3,2010-3-30,2010:1:LT:LTDA:TVS:26052:7,40H0,26,LT,7,30,265.9024071121798,3_2010,1.9128563404083252,7.706437587738037,8.619362878689575,59.599998474121094,853.7468749244423,6164.885619969067
2010,56.1067,17.7939,1,3,2010-3-2,2010:1:SE:77AR:TVL:228:28,41G7,25,SE,28,2,236.2332126356165,3_2010,2.389378547668457,7.643379211425781,7.600516113562011,66.12000274658203,673.7430396699805,6221.472532021596
2010,55.6729,14.4908,1,3,2010-3-8,2010:1:SE:77AR:TVL:239:39,40G4,25,SE,39,8,2515.3651373152575,3_2010,1.4000312089920044,7.644881248474121,8.896776207940674,49.20000076293945,467.97475851369705,6169.792739990674
2010,57.0996,17.2842,1,2,2010-2-22,2010:1:SE:77AR:TVL:199:1,43G7,27,SE,1,22,13.65123559831731,2_2010,3.5226783752441406,7.555855751037598,5.991571282577514,72.1500015258789,638.374378385369,6330.789395549361
2010,54.5617,15.4167,1,2,2010-2-17,2010:1:PL:67BC:TVL:25046:15,38G5,25,PL,15,17,58.065388177897866,2_2010,3.446995735168457,9.356523513793945,7.852182777740478,57.349998474121094,526.9453874762934,6046.099438538994
2010,54.655,15.5667,1,2,2010-2-17,2010:1:PL:67BC:TVL:25173:16,38G5,25,PL,16,17,1120.7801126593406,2_2010,5.312077522277832,11.136310577392578,6.883019238568115,63.79999923706055,536.5611517353831,6056.548747929731
2010,54.6367,16.3383,1,2,2010-2-18,2010:1:PL:67BC:TVL:25013:17,38G6,25,PL,17,18,7.835017350264667,2_2010,1.2760416269302368,8.071992874145508,8.623455941769409,34.70000076293945,586.3782773258974,6055.187715042042
2010,54.6317,16.0583,1,2,2010-2-18,2010:1:PL:67BC:TVL:25052:18,38G6,25,PL,18,18,631.4075168369058,2_2010,2.2568845748901367,8.521647453308105,7.8497556391662595,47.400001525878906,568.315305087738,6054.323122388502
2010,54.725,15.7667,1,2,2010-2-18,2010:1:PL:67BC:TVL:25054:19,38G5,25,PL,19,18,720.8155813998648,2_2010,5.032433032989502,10.952707290649414,6.923969002215576,64.4000015258789,549.3790497688557,6064.460119342054
2010,54.88,16.665,1,2,2010-2-19,2010:1:PL:67BC:TVL:25004:20,38G6,25,PL,20,19,5.423159809051575,2_2010,1.0524523258209229,7.442907810211182,9.222220504962158,19.149999618530273,606.8201655986982,6082.707746885925
2010,54.3983,19.0167,1,2,2010-2-22,2010:1:PL:67BC:TVL:26219:29,37G9,26,PL,29,22,1.7687476313520025,2_2010,2.14648699760437,7.726929664611816,8.399899532846069,27.399999618530273,760.7042556623583,6035.273504012604
2010,54.4017,19.2883,1,2,2010-2-22,2010:1:PL:67BC:TVL:26216:30,37G9,26,PL,30,22,17.720289570519654,2_2010,2.5742526054382324,7.85910701751709,7.943166991787719,32.79999923706055,778.2991325413067,6036.6914898563955
2010,54.885,18.875,1,2,2010-2-24,2010:1:PL:67BC:TVL:26087:33,38G8,26,PL,33,24,1347.9494424864258,2_2010,7.913390636444092,12.171186447143555,5.081200938806152,97.25,748.5224288711265,6088.873271108029
2010,55.1783,18.5683,1,2,2010-2-24,2010:1:PL:67BC:TVL:26093:34,39G8,26,PL,34,24,1198.9028484906912,2_2010,7.118310928344727,11.781026840209961,5.667611831311035,83.94999694824219,727.1945109676583,6120.443706651092
2010,54.9983,17.4483,1,2,2010-2-25,2010:1:PL:67BC:TVL:25364:36,38G7,25,PL,36,25,5.933947981871008,2_2010,1.6160398721694946,7.537344455718994,8.86349803347473,32.5,656.6045002556381,6097.343705088039
2010,56.5183,20.2433,1,3,2010-3-5,2010:1:LV:67BC:TVL:1:1,42H0,28,LV,1,5,933.8540862789123,3_2010,6.0325798988342285,10.08678913116455,4.405580745668029,87.36000061035156,822.4467555946893,6276.087034877539
2010,56.6083,20.545,1,3,2010-3-5,2010:1:LV:67BC:TVL:1:2,42H0,28,LV,2,5,1.4494938111404572,3_2010,1.3835114240646362,7.521284103393555,8.961774596301268,58.54999923706055,840.168121761882,6287.545682052384
2010,56.6433,20.6,1,3,2010-3-5,2010:1:LV:67BC:TVL:1:3,42H0,28,LV,3,5,7.422025296252699,3_2010,1.4036208391189575,7.50023078918457,9.044215993215941,50.25,843.2195639882248,6291.708617587536
2010,56.645,20.7483,1,3,2010-3-5,2010:1:LV:67BC:TVL:1:5,42H0,28,LV,5,5,6.672839109487839,3_2010,1.27134108543396,7.452982425689697,9.292997697073364,40.650001525878906,852.2809004269391,6292.650785783444
2010,57.835,21.3233,1,3,2010-3-6,2010:1:LV:67BC:TVL:1:6,44H1,28,LV,6,6,2.8275756491948085,3_2010,2.408306360244751,7.789413928985596,7.826041155996704,73.4000015258789,875.1519280059263,6427.892474687206
2010,57.7033,21.405,1,3,2010-3-6,2010:1:LV:67BC:TVL:1:7,44H1,28,LV,7,6,0.8809152355746831,3_2010,0.8338173031806946,7.4469170570373535,9.434680544711304,28.799999237060547,881.3788312525621,6413.726976023282
2010,55.0897,16.3814,1,3,2010-3-14,2010:1:DK:26D4:TVL:100:1,39G6,25,DK,1,14,1821.2794398592528,3_2010,2.96187162399292,12.254758834838867,7.859606323199462,60.54999923706055,588.1659424883568,6105.644871956935
2010,54.8654,14.9791,1,3,2010-3-12,2010:1:DK:26D4:TVL:49:41,38G4,24,DK,41,12,1064.9006007822532,3_2010,2.3165690898895264,10.265459060668945,7.790360442333983,50.0099983215332,498.65858588315587,6079.813634429939
2010,54.8129,14.9665,1,3,2010-3-12,2010:1:DK:26D4:TVL:51:42,38G4,24,DK,42,12,564.1304050363982,3_2010,2.224013566970825,10.286964416503906,7.919652720217895,54.08000183105469,497.84709400013156,6073.971956804869
2010,55.1465,16.0199,1,3,2010-3-14,2010:1:DK:26D4:TVL:102:2,39G6,25,DK,2,14,2120.984230736844,3_2010,9.46879768371582,17.05007553100586,2.7953034484054564,82.44999694824219,565.0023901541126,6111.568772961642
2010,55.433,15.9227,1,3,2010-3-15,2010:1:DK:26D4:TVL:120:3,39G5,25,DK,3,15,5751.4408335134885,3_2010,9.840287208557129,17.080814361572266,2.771439489852142,90.75,558.3855396715272,6143.364095289329
2010,55.2889,16.0179,1,3,2010-3-15,2010:1:DK:26D4:TVL:122:4,39G6,25,DK,4,15,1122.8864616118506,3_2010,9.414803504943848,17.18380355834961,2.6314307665122985,92.80000305175781,564.6436890677312,6127.412740708816
2010,55.2306,15.9489,1,3,2010-3-15,2010:1:DK:26D4:TVL:124:5,39G5,25,DK,5,15,1487.1000405031455,3_2010,9.481051445007324,17.287595748901367,2.629287033265686,90.30000305175781,560.3501561578206,6120.863378461219
